"Excel-rij";"Controleprioriteit";"Medewerker";"Medewerkernummer";"Team";"Deskundigheid";"Escalatie reden";"Doeltype";"Cliënt/doel";"Doel-ID";"Hoofdlocatie";"Gestart op";"Geactiveerd op";"Signalen";"Her-escalatie sinds activatie (min.)";"Activatievertraging (min.)"
"649";"Midden";"Synthetische medewerker 205";"SYN-M-0205";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0569";"SYN-C-00569";"Synthetische hoofdlocatie 020";"02-05-2026, 19:14:54";"02-05-2026, 20:12:54";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"58"
"1596";"Midden";"Synthetische medewerker 123";"SYN-M-0123";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0398";"SYN-C-00398";"Synthetische hoofdlocatie 024";"03-05-2026, 07:09:31";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"86";"Midden";"Synthetische medewerker 141";"SYN-M-0141";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0109";"SYN-C-00109";"Synthetische hoofdlocatie 010";"03-05-2026, 07:26:56";"03-05-2026, 08:09:56";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"43"
"1747";"Midden";"Synthetische medewerker 242";"SYN-M-0242";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0032";"SYN-C-00032";"Synthetische hoofdlocatie 008";"03-05-2026, 07:28:36";"03-05-2026, 09:04:36";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"96"
"1320";"Midden";"Synthetische medewerker 057";"SYN-M-0057";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0307";"SYN-C-00307";"Synthetische hoofdlocatie 008";"03-05-2026, 07:51:31";"03-05-2026, 08:18:31";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"27"
"1221";"Midden";"Synthetische medewerker 074";"SYN-M-0074";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0461";"SYN-C-00461";"Synthetische hoofdlocatie 012";"03-05-2026, 08:27:39";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1495";"Midden";"Synthetische medewerker 178";"SYN-M-0178";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0394";"SYN-C-00394";"Synthetische hoofdlocatie 020";"03-05-2026, 09:14:48";"03-05-2026, 09:41:48";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"27"
"686";"Midden";"Synthetische medewerker 168";"SYN-M-0168";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0297";"SYN-C-00297";"Synthetische hoofdlocatie 023";"03-05-2026, 10:01:34";"03-05-2026, 10:17:34";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"16"
"964";"Midden";"Synthetische medewerker 196";"SYN-M-0196";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0311";"SYN-C-00311";"Synthetische hoofdlocatie 012";"03-05-2026, 10:04:40";"03-05-2026, 11:12:40";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"68"
"1674";"Midden";"Synthetische medewerker 051";"SYN-M-0051";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0599";"SYN-C-00599";"Synthetische hoofdlocatie 025";"03-05-2026, 11:33:18";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"237";"Midden";"Synthetische medewerker 039";"SYN-M-0039";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0587";"SYN-C-00587";"Synthetische hoofdlocatie 013";"03-05-2026, 12:18:42";"03-05-2026, 13:29:42";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"71"
"1134";"Midden";"Synthetische medewerker 101";"SYN-M-0101";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0208";"SYN-C-00208";"Synthetische hoofdlocatie 009";"03-05-2026, 14:36:57";"03-05-2026, 15:59:57";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"83"
"648";"Midden";"Synthetische medewerker 220";"SYN-M-0220";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0311";"SYN-C-00311";"Synthetische hoofdlocatie 012";"03-05-2026, 15:34:16";"03-05-2026, 16:33:16";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"59"
"1559";"Midden";"Synthetische medewerker 021";"SYN-M-0021";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0244";"SYN-C-00244";"Synthetische hoofdlocatie 020";"03-05-2026, 16:58:13";"03-05-2026, 18:36:13";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"98"
"1886";"Midden";"Synthetische medewerker 036";"SYN-M-0036";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0049";"SYN-C-00049";"Synthetische hoofdlocatie 025";"03-05-2026, 17:02:10";"03-05-2026, 18:25:10";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"83"
"58";"Midden";"Synthetische medewerker 173";"SYN-M-0173";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0588";"SYN-C-00588";"Synthetische hoofdlocatie 014";"03-05-2026, 17:42:12";"03-05-2026, 18:28:12";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"46"
"533";"Midden";"Synthetische medewerker 084";"SYN-M-0084";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0133";"SYN-C-00133";"Synthetische hoofdlocatie 009";"03-05-2026, 20:20:25";"03-05-2026, 21:07:25";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"47"
"1282";"Midden";"Synthetische medewerker 112";"SYN-M-0112";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0305";"SYN-C-00305";"Synthetische hoofdlocatie 006";"03-05-2026, 22:05:37";"03-05-2026, 22:13:37";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"8"
"549";"Midden";"Synthetische medewerker 106";"SYN-M-0106";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0495";"SYN-C-00495";"Synthetische hoofdlocatie 021";"04-05-2026, 08:08:30";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"387";"Midden";"Synthetische medewerker 232";"SYN-M-0232";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0253";"SYN-C-00253";"Synthetische hoofdlocatie 004";"04-05-2026, 08:41:56";"04-05-2026, 09:17:56";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"36"
"1623";"Midden";"Synthetische medewerker 078";"SYN-M-0078";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0032";"SYN-C-00032";"Synthetische hoofdlocatie 008";"04-05-2026, 12:50:05";"04-05-2026, 13:11:05";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"21"
"503";"Midden";"Synthetische medewerker 004";"SYN-M-0004";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0161";"SYN-C-00161";"Synthetische hoofdlocatie 012";"04-05-2026, 14:51:33";"04-05-2026, 15:44:33";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"53"
"124";"Midden";"Synthetische medewerker 046";"SYN-M-0046";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0454";"SYN-C-00454";"Synthetische hoofdlocatie 005";"04-05-2026, 15:29:48";"04-05-2026, 15:40:48";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"11"
"170";"Midden";"Synthetische medewerker 203";"SYN-M-0203";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0426";"SYN-C-00426";"Synthetische hoofdlocatie 002";"04-05-2026, 16:03:18";"04-05-2026, 15:58:18";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; ONGELDIGE_ACTIVATIE";"";"-5"
"1090";"Midden";"Synthetische medewerker 219";"SYN-M-0219";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0083";"SYN-C-00083";"Synthetische hoofdlocatie 009";"04-05-2026, 18:28:06";"04-05-2026, 20:01:06";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"93"
"1953";"Midden";"Synthetische medewerker 095";"SYN-M-0095";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0068";"SYN-C-00068";"Synthetische hoofdlocatie 019";"04-05-2026, 20:20:49";"04-05-2026, 20:57:49";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"37"
"1946";"Midden";"Synthetische medewerker 104";"SYN-M-0104";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0291";"SYN-C-00291";"Synthetische hoofdlocatie 017";"04-05-2026, 22:02:14";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"348";"Midden";"Synthetische medewerker 191";"SYN-M-0191";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0568";"SYN-C-00568";"Synthetische hoofdlocatie 019";"05-05-2026, 08:43:45";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1328";"Midden";"Synthetische medewerker 045";"SYN-M-0045";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0211";"SYN-C-00211";"Synthetische hoofdlocatie 012";"05-05-2026, 09:31:13";"05-05-2026, 10:03:13";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"32"
"913";"Midden";"Synthetische medewerker 060";"SYN-M-0060";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0256";"SYN-C-00256";"Synthetische hoofdlocatie 007";"05-05-2026, 16:06:40";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1896";"Midden";"Synthetische medewerker 140";"SYN-M-0140";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0553";"SYN-C-00553";"Synthetische hoofdlocatie 004";"06-05-2026, 09:27:35";"06-05-2026, 10:47:35";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"80"
"469";"Midden";"Synthetische medewerker 202";"SYN-M-0202";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0210";"SYN-C-00210";"Synthetische hoofdlocatie 011";"06-05-2026, 09:57:31";"06-05-2026, 10:33:31";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"36"
"959";"Midden";"Synthetische medewerker 167";"SYN-M-0167";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0042";"SYN-C-00042";"Synthetische hoofdlocatie 018";"06-05-2026, 11:49:45";"06-05-2026, 12:37:45";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"48"
"37";"Midden";"Synthetische medewerker 021";"SYN-M-0021";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0285";"SYN-C-00285";"Synthetische hoofdlocatie 011";"06-05-2026, 12:00:49";"06-05-2026, 12:55:49";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"55"
"582";"Midden";"Synthetische medewerker 073";"SYN-M-0073";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0443";"SYN-C-00443";"Synthetische hoofdlocatie 019";"06-05-2026, 12:01:23";"06-05-2026, 13:43:23";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"102"
"803";"Midden";"Synthetische medewerker 148";"SYN-M-0148";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0517";"SYN-C-00517";"Synthetische hoofdlocatie 018";"06-05-2026, 15:48:05";"06-05-2026, 16:15:05";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"27"
"1564";"Midden";"Synthetische medewerker 225";"SYN-M-0225";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0331";"SYN-C-00331";"Synthetische hoofdlocatie 007";"06-05-2026, 20:43:20";"06-05-2026, 21:41:20";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"58"
"128";"Midden";"Synthetische medewerker 108";"SYN-M-0108";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0443";"SYN-C-00443";"Synthetische hoofdlocatie 019";"06-05-2026, 22:06:14";"06-05-2026, 22:41:14";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"35"
"1360";"Midden";"Synthetische medewerker 185";"SYN-M-0185";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0398";"SYN-C-00398";"Synthetische hoofdlocatie 024";"07-05-2026, 06:41:20";"07-05-2026, 07:33:20";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"52"
"1143";"Midden";"Synthetische medewerker 174";"SYN-M-0174";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0334";"SYN-C-00334";"Synthetische hoofdlocatie 010";"07-05-2026, 07:05:02";"07-05-2026, 08:08:02";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"63"
"474";"Midden";"Synthetische medewerker 137";"SYN-M-0137";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0534";"SYN-C-00534";"Synthetische hoofdlocatie 010";"07-05-2026, 07:47:14";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1030";"Midden";"Synthetische medewerker 191";"SYN-M-0191";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0517";"SYN-C-00517";"Synthetische hoofdlocatie 018";"07-05-2026, 09:15:31";"07-05-2026, 10:56:31";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"101"
"1215";"Midden";"Synthetische medewerker 210";"SYN-M-0210";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0592";"SYN-C-00592";"Synthetische hoofdlocatie 018";"07-05-2026, 11:03:26";"07-05-2026, 11:34:26";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"31"
"276";"Midden";"Synthetische medewerker 197";"SYN-M-0197";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0104";"SYN-C-00104";"Synthetische hoofdlocatie 005";"07-05-2026, 15:21:12";"07-05-2026, 15:55:12";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"34"
"517";"Midden";"Synthetische medewerker 146";"SYN-M-0146";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0285";"SYN-C-00285";"Synthetische hoofdlocatie 011";"07-05-2026, 15:40:23";"07-05-2026, 15:55:23";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"15"
"65";"Midden";"Synthetische medewerker 106";"SYN-M-0106";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0371";"SYN-C-00371";"Synthetische hoofdlocatie 022";"07-05-2026, 16:44:23";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1080";"Midden";"Synthetische medewerker 039";"SYN-M-0039";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0302";"SYN-C-00302";"Synthetische hoofdlocatie 003";"07-05-2026, 17:03:56";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"487";"Midden";"Synthetische medewerker 089";"SYN-M-0089";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0218";"SYN-C-00218";"Synthetische hoofdlocatie 019";"07-05-2026, 17:31:54";"07-05-2026, 18:55:54";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"84"
"1738";"Midden";"Synthetische medewerker 033";"SYN-M-0033";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0375";"SYN-C-00375";"Synthetische hoofdlocatie 001";"07-05-2026, 18:33:25";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1147";"Midden";"Synthetische medewerker 167";"SYN-M-0167";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0583";"SYN-C-00583";"Synthetische hoofdlocatie 009";"07-05-2026, 21:19:49";"07-05-2026, 23:03:49";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"104"
"1900";"Midden";"Synthetische medewerker 072";"SYN-M-0072";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0161";"SYN-C-00161";"Synthetische hoofdlocatie 012";"07-05-2026, 21:42:15";"07-05-2026, 22:17:15";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"35"
"842";"Midden";"Synthetische medewerker 012";"SYN-M-0012";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0043";"SYN-C-00043";"Synthetische hoofdlocatie 019";"07-05-2026, 22:03:39";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1408";"Midden";"Synthetische medewerker 110";"SYN-M-0110";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0599";"SYN-C-00599";"Synthetische hoofdlocatie 025";"08-05-2026, 02:45:30";"08-05-2026, 02:47:30";"NACHT; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";"2"
"1727";"Midden";"Synthetische medewerker 160";"SYN-M-0160";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0517";"SYN-C-00517";"Synthetische hoofdlocatie 018";"08-05-2026, 07:30:01";"08-05-2026, 08:35:01";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"65"
"1783";"Midden";"Synthetische medewerker 242";"SYN-M-0242";"Synthetisch team Oost";"Nachtdienst";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0461";"SYN-C-00461";"Synthetische hoofdlocatie 012";"08-05-2026, 07:37:42";"08-05-2026, 08:06:42";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"29"
"1038";"Midden";"Synthetische medewerker 128";"SYN-M-0128";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0111";"SYN-C-00111";"Synthetische hoofdlocatie 012";"08-05-2026, 10:20:21";"08-05-2026, 11:59:21";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"99"
"1424";"Midden";"Synthetische medewerker 223";"SYN-M-0223";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0040";"SYN-C-00040";"Synthetische hoofdlocatie 016";"08-05-2026, 11:48:09";"08-05-2026, 12:04:09";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"16"
"463";"Midden";"Synthetische medewerker 101";"SYN-M-0101";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0037";"SYN-C-00037";"Synthetische hoofdlocatie 013";"08-05-2026, 12:29:03";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT";"";""
"1960";"Midden";"Synthetische medewerker 076";"SYN-M-0076";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0305";"SYN-C-00305";"Synthetische hoofdlocatie 006";"08-05-2026, 13:51:27";"08-05-2026, 14:07:27";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"16"
"886";"Midden";"Synthetische medewerker 117";"SYN-M-0117";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0357";"SYN-C-00357";"Synthetische hoofdlocatie 008";"08-05-2026, 17:59:33";"08-05-2026, 18:17:33";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"18"
"318";"Midden";"Synthetische medewerker 215";"SYN-M-0215";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0109";"SYN-C-00109";"Synthetische hoofdlocatie 010";"08-05-2026, 18:11:09";"08-05-2026, 19:26:09";"VEEL_MEDEWERKERS_CLIENT; VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"75"
